,NPP_capacity,NPP_capex_alpha,NPP_FOM_alpha,NPP_VOM_alpha,BOP_capacity,BOP_minimum,BOP_capex_alpha,BOP_FOM_alpha,BOP_VOM_alpha,TES_capacity,TES_capex_alpha,TES_FOM_alpha,TES_VOM_alpha,TES_sqrt_rte,PointProbability,ProbabilityWeight
85,0.6,-1200000000.0,-41600000.0,-8257.4,0.4,0.0,-633333333.3333334,-53333333.333333336,0.0,5.0,-1929000.0,-43000.0,-11666.666666666668,0.6324555320336759,1.0,1.0
86,0.6,-1200000000.0,-41600000.0,-8257.4,0.4,0.0,-633333333.3333334,-53333333.333333336,0.0,5.0,-1929000.0,-43000.0,-11666.666666666668,0.8537285614107557,1.0,1.0
87,0.6,-1200000000.0,-41600000.0,-8257.4,0.4,0.0,-633333333.3333334,-53333333.333333336,0.0,5.0,-8357666.666666666,-43000.0,-11666.666666666668,0.8537285614107557,1.0,1.0
88,0.6,-1200000000.0,-45866666.666666664,-8257.4,0.4,0.0,-633333333.3333334,-53333333.333333336,0.0,5.0,-8357666.666666666,-43000.0,-11666.666666666668,0.8537285614107557,1.0,1.0
89,0.6,-1200000000.0,-45866666.666666664,-8257.4,0.4,0.0,-633333333.3333334,-53333333.333333336,-1333.3333333333333,5.0,-8357666.666666666,-43000.0,-11666.666666666668,0.8537285614107557,1.0,1.0
90,1.0,-1333333333.3333333,-48000000.0,-7155.4,0.4,0.3,-633333333.3333334,-60000000.0,0.0,1.0,-5143333.333333334,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
91,1.0,-1333333333.3333333,-48000000.0,-7155.4,0.4,0.3,-633333333.3333334,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
92,1.0,-1333333333.3333333,-43733333.333333336,-7155.4,0.4,0.3,-633333333.3333334,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
93,1.0,-1333333333.3333333,-43733333.333333336,-7155.4,0.4,0.3,-633333333.3333334,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-29000.0,0.9643650760992956,1.0,1.0
94,1.0,-1333333333.3333333,-43733333.333333336,-7155.4,0.4,0.3,-633333333.3333334,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
95,1.0,-1600000000.0,-43733333.333333336,-7155.4,0.4,0.3,-633333333.3333334,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
96,1.0,-1600000000.0,-43733333.333333336,-8257.4,0.4,0.3,-633333333.3333334,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
97,1.0,-1600000000.0,-43733333.333333336,-8257.4,0.4,0.3,-500000000.0,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
98,1.0,-1600000000.0,-43733333.333333336,-8257.4,0.6,0.3,-500000000.0,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
99,1.0,-1600000000.0,-43733333.333333336,-8257.4,0.6,0.3,-500000000.0,-46666666.66666667,0.0,1.0,-11572000.0,-43000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
100,1.0,-1600000000.0,-43733333.333333336,-8257.4,0.6,0.1,-500000000.0,-46666666.66666667,0.0,1.0,-11572000.0,-43000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
101,1.0,-1600000000.0,-43733333.333333336,-8257.4,0.6,0.1,-500000000.0,-46666666.66666667,0.0,1.0,-11572000.0,-23666.666666666668,-11666.666666666668,0.9643650760992956,1.0,1.0
102,0.7333333333333334,-1600000000.0,-43733333.333333336,-8257.4,0.6,0.1,-500000000.0,-46666666.66666667,0.0,1.0,-11572000.0,-23666.666666666668,-11666.666666666668,0.9643650760992956,1.0,1.0
103,0.7333333333333334,-1600000000.0,-43733333.333333336,-8257.4,0.6,0.1,-500000000.0,-46666666.66666667,0.0,3.6666666666666665,-11572000.0,-23666.666666666668,-11666.666666666668,0.9643650760992956,1.0,1.0
104,0.7333333333333334,-1600000000.0,-43733333.333333336,-8257.4,0.6,0.1,-500000000.0,-46666666.66666667,-1333.3333333333333,3.6666666666666665,-11572000.0,-23666.666666666668,-11666.666666666668,0.9643650760992956,1.0,1.0
105,0.6,-1333333333.3333333,-41600000.0,-8257.4,0.7,0.1,-566666666.6666666,-53333333.333333336,-2000.0,2.3333333333333335,-8357666.666666666,-33333.33333333333,-29000.0,0.9643650760992956,1.0,1.0
106,0.6,-1333333333.3333333,-41600000.0,-8257.4,0.7,0.3,-566666666.6666666,-53333333.333333336,-2000.0,2.3333333333333335,-8357666.666666666,-33333.33333333333,-29000.0,0.9643650760992956,1.0,1.0
107,0.6,-1333333333.3333333,-41600000.0,-8257.4,0.7,0.3,-566666666.6666666,-53333333.333333336,-2000.0,5.0,-8357666.666666666,-33333.33333333333,-29000.0,0.9643650760992956,1.0,1.0
108,0.6,-1333333333.3333333,-41600000.0,-8257.4,0.7,0.3,-566666666.6666666,-53333333.333333336,-2000.0,5.0,-8357666.666666666,-33333.33333333333,-11666.666666666668,0.9643650760992956,1.0,1.0
109,0.6,-1600000000.0,-41600000.0,-8257.4,0.7,0.3,-566666666.6666666,-53333333.333333336,-2000.0,5.0,-8357666.666666666,-33333.33333333333,-11666.666666666668,0.9643650760992956,1.0,1.0
110,0.6,-1600000000.0,-41600000.0,-8257.4,0.7,0.3,-566666666.6666666,-40000000.0,-2000.0,5.0,-8357666.666666666,-33333.33333333333,-11666.666666666668,0.9643650760992956,1.0,1.0
111,0.6,-1600000000.0,-41600000.0,-8257.4,0.7,0.3,-566666666.6666666,-40000000.0,-2000.0,5.0,-8357666.666666666,-14000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
112,0.8666666666666667,-1600000000.0,-41600000.0,-8257.4,0.7,0.3,-566666666.6666666,-40000000.0,-2000.0,5.0,-8357666.666666666,-14000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
113,0.8666666666666667,-1600000000.0,-41600000.0,-7155.4,0.7,0.3,-566666666.6666666,-40000000.0,-2000.0,5.0,-8357666.666666666,-14000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
114,0.8666666666666667,-1600000000.0,-41600000.0,-7155.4,0.7,0.3,-700000000.0,-40000000.0,-2000.0,5.0,-8357666.666666666,-14000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
115,0.8666666666666667,-1600000000.0,-45866666.666666664,-7155.4,0.7,0.3,-700000000.0,-40000000.0,-2000.0,5.0,-8357666.666666666,-14000.0,-11666.666666666668,0.9643650760992956,1.0,1.0
116,0.8666666666666667,-1600000000.0,-45866666.666666664,-7155.4,0.7,0.3,-700000000.0,-40000000.0,-2000.0,5.0,-8357666.666666666,-14000.0,-11666.666666666668,0.7430920467222157,1.0,1.0
117,0.8666666666666667,-1600000000.0,-45866666.666666664,-7155.4,0.7,0.3,-700000000.0,-40000000.0,-666.6666666666667,5.0,-8357666.666666666,-14000.0,-11666.666666666668,0.7430920467222157,1.0,1.0
118,0.8666666666666667,-1600000000.0,-45866666.666666664,-7155.4,0.5,0.3,-700000000.0,-40000000.0,-666.6666666666667,5.0,-8357666.666666666,-14000.0,-11666.666666666668,0.7430920467222157,1.0,1.0
119,0.8666666666666667,-1600000000.0,-45866666.666666664,-7155.4,0.5,0.3,-700000000.0,-40000000.0,-666.6666666666667,5.0,-1929000.0,-14000.0,-11666.666666666668,0.7430920467222157,1.0,1.0
