NPP_capacity,NPP_capex_alpha,NPP_FOM_alpha,NPP_VOM_alpha,BOP_capacity,BOP_minimum,BOP_capex_alpha,BOP_FOM_alpha,BOP_VOM_alpha,TES_capacity,TES_capex_alpha,TES_FOM_alpha,TES_VOM_alpha,TES_sqrt_rte,PointProbability,ProbabilityWeight
0.8666666666666667,-1466666666.6666667,-45866666.666666664,-7155.4,0.6,0.19999999999999998,-500000000.0,-60000000.0,-1333.3333333333333,3.6666666666666665,-11572000.0,-33333.33333333333,-29000.0,0.9643650760992956,1.0,1.0
0.8666666666666667,-1466666666.6666667,-45866666.666666664,-7155.4,0.6,0.19999999999999998,-500000000.0,-46666666.66666667,-1333.3333333333333,3.6666666666666665,-11572000.0,-33333.33333333333,-29000.0,0.9643650760992956,1.0,1.0
1.0,-1600000000.0,-43733333.333333336,-7706.4,0.4,0.0,-700000000.0,-46666666.66666667,0.0,1.0,-11572000.0,-43000.0,-3000.0,0.8537285614107557,1.0,1.0
1.0,-1600000000.0,-43733333.333333336,-7706.4,0.4,0.0,-700000000.0,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-3000.0,0.8537285614107557,1.0,1.0
1.0,-1600000000.0,-43733333.333333336,-6604.4,0.4,0.0,-700000000.0,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-3000.0,0.8537285614107557,1.0,1.0
0.7333333333333334,-1600000000.0,-43733333.333333336,-6604.4,0.4,0.0,-700000000.0,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-3000.0,0.8537285614107557,1.0,1.0
0.7333333333333334,-1333333333.3333333,-43733333.333333336,-6604.4,0.4,0.0,-700000000.0,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-3000.0,0.8537285614107557,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.4,0.0,-700000000.0,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-3000.0,0.8537285614107557,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.4,0.0,-700000000.0,-60000000.0,0.0,1.0,-11572000.0,-43000.0,-3000.0,0.6324555320336759,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.4,0.0,-700000000.0,-60000000.0,0.0,1.0,-5143333.333333334,-43000.0,-3000.0,0.6324555320336759,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.4,0.0,-566666666.6666666,-60000000.0,0.0,1.0,-5143333.333333334,-43000.0,-3000.0,0.6324555320336759,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.6,0.0,-566666666.6666666,-60000000.0,0.0,1.0,-5143333.333333334,-43000.0,-3000.0,0.6324555320336759,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.6,0.0,-566666666.6666666,-60000000.0,0.0,1.0,-5143333.333333334,-23666.666666666668,-3000.0,0.6324555320336759,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.6,0.0,-566666666.6666666,-60000000.0,0.0,1.0,-5143333.333333334,-23666.666666666668,-20333.333333333332,0.6324555320336759,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.6,0.19999999999999998,-566666666.6666666,-60000000.0,0.0,1.0,-5143333.333333334,-23666.666666666668,-20333.333333333332,0.6324555320336759,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.6,0.19999999999999998,-566666666.6666666,-60000000.0,0.0,3.6666666666666665,-5143333.333333334,-23666.666666666668,-20333.333333333332,0.6324555320336759,1.0,1.0
0.7333333333333334,-1333333333.3333333,-48000000.0,-6604.4,0.6,0.19999999999999998,-566666666.6666666,-60000000.0,-1333.3333333333333,3.6666666666666665,-5143333.333333334,-23666.666666666668,-20333.333333333332,0.6324555320336759,1.0,1.0
0.7333333333333334,-1200000000.0,-43733333.333333336,-8257.4,0.7,0.1,-633333333.3333334,-40000000.0,-1333.3333333333333,2.3333333333333335,-8357666.666666666,-14000.0,-20333.333333333332,0.9643650760992956,1.0,1.0
0.7333333333333334,-1200000000.0,-43733333.333333336,-8257.4,0.7,0.1,-633333333.3333334,-40000000.0,-1333.3333333333333,5.0,-8357666.666666666,-14000.0,-20333.333333333332,0.9643650760992956,1.0,1.0
0.7333333333333334,-1200000000.0,-43733333.333333336,-8257.4,0.7,0.3,-633333333.3333334,-40000000.0,-1333.3333333333333,5.0,-8357666.666666666,-14000.0,-20333.333333333332,0.9643650760992956,1.0,1.0
1.0,-1200000000.0,-43733333.333333336,-8257.4,0.7,0.3,-633333333.3333334,-40000000.0,-1333.3333333333333,5.0,-8357666.666666666,-14000.0,-20333.333333333332,0.9643650760992956,1.0,1.0
1.0,-1200000000.0,-48000000.0,-8257.4,0.7,0.3,-633333333.3333334,-40000000.0,-1333.3333333333333,5.0,-8357666.666666666,-14000.0,-20333.333333333332,0.9643650760992956,1.0,1.0
1.0,-1200000000.0,-48000000.0,-8257.4,0.7,0.3,-633333333.3333334,-40000000.0,0.0,5.0,-8357666.666666666,-14000.0,-20333.333333333332,0.9643650760992956,1.0,1.0
1.0,-1200000000.0,-48000000.0,-8257.4,0.7,0.3,-633333333.3333334,-40000000.0,0.0,5.0,-8357666.666666666,-14000.0,-20333.333333333332,0.7430920467222157,1.0,1.0
1.0,-1200000000.0,-48000000.0,-8257.4,0.7,0.3,-633333333.3333334,-40000000.0,0.0,5.0,-8357666.666666666,-14000.0,-3000.0,0.7430920467222157,1.0,1.0
1.0,-1200000000.0,-48000000.0,-8257.4,0.7,0.3,-633333333.3333334,-53333333.333333336,0.0,5.0,-8357666.666666666,-14000.0,-3000.0,0.7430920467222157,1.0,1.0
1.0,-1200000000.0,-48000000.0,-8257.4,0.7,0.3,-633333333.3333334,-53333333.333333336,0.0,5.0,-1929000.0,-14000.0,-3000.0,0.7430920467222157,1.0,1.0
1.0,-1200000000.0,-48000000.0,-8257.4,0.7,0.3,-500000000.0,-53333333.333333336,0.0,5.0,-1929000.0,-14000.0,-3000.0,0.7430920467222157,1.0,1.0
1.0,-1200000000.0,-48000000.0,-7155.4,0.7,0.3,-500000000.0,-53333333.333333336,0.0,5.0,-1929000.0,-14000.0,-3000.0,0.7430920467222157,1.0,1.0
1.0,-1200000000.0,-48000000.0,-7155.4,0.5,0.3,-500000000.0,-53333333.333333336,0.0,5.0,-1929000.0,-14000.0,-3000.0,0.7430920467222157,1.0,1.0
1.0,-1466666666.6666667,-48000000.0,-7155.4,0.5,0.3,-500000000.0,-53333333.333333336,0.0,5.0,-1929000.0,-14000.0,-3000.0,0.7430920467222157,1.0,1.0
1.0,-1466666666.6666667,-48000000.0,-7155.4,0.5,0.3,-500000000.0,-53333333.333333336,0.0,5.0,-1929000.0,-33333.33333333333,-3000.0,0.7430920467222157,1.0,1.0
0.7333333333333334,-1333333333.3333333,-41600000.0,-6604.4,0.4,0.19999999999999998,-566666666.6666666,-53333333.333333336,-2000.0,1.0,-1929000.0,-43000.0,-29000.0,0.9643650760992956,1.0,1.0
0.7333333333333334,-1333333333.3333333,-41600000.0,-6604.4,0.4,0.19999999999999998,-566666666.6666666,-40000000.0,-2000.0,1.0,-1929000.0,-43000.0,-29000.0,0.9643650760992956,1.0,1.0
0.7333333333333334,-1333333333.3333333,-41600000.0,-6604.4,0.4,0.19999999999999998,-700000000.0,-40000000.0,-2000.0,1.0,-1929000.0,-43000.0,-29000.0,0.9643650760992956,1.0,1.0
0.7333333333333334,-1333333333.3333333,-41600000.0,-6604.4,0.4,0.19999999999999998,-700000000.0,-40000000.0,-2000.0,1.0,-1929000.0,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-41600000.0,-6604.4,0.4,0.19999999999999998,-700000000.0,-40000000.0,-2000.0,1.0,-1929000.0,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-41600000.0,-6604.4,0.4,0.0,-700000000.0,-40000000.0,-2000.0,1.0,-1929000.0,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-41600000.0,-6604.4,0.6,0.0,-700000000.0,-40000000.0,-2000.0,1.0,-1929000.0,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-41600000.0,-6604.4,0.6,0.0,-700000000.0,-40000000.0,-2000.0,1.0,-8357666.666666666,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-41600000.0,-6604.4,0.6,0.0,-700000000.0,-40000000.0,-666.6666666666667,1.0,-8357666.666666666,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-41600000.0,-6604.4,0.6,0.0,-700000000.0,-40000000.0,-666.6666666666667,3.6666666666666665,-8357666.666666666,-43000.0,-29000.0,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-41600000.0,-6604.4,0.6,0.0,-700000000.0,-40000000.0,-666.6666666666667,3.6666666666666665,-8357666.666666666,-43000.0,-11666.666666666668,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-41600000.0,-7706.4,0.6,0.0,-700000000.0,-40000000.0,-666.6666666666667,3.6666666666666665,-8357666.666666666,-43000.0,-11666.666666666668,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-45866666.666666664,-7706.4,0.6,0.0,-700000000.0,-40000000.0,-666.6666666666667,3.6666666666666665,-8357666.666666666,-43000.0,-11666.666666666668,0.7430920467222157,1.0,1.0
0.7333333333333334,-1600000000.0,-45866666.666666664,-7706.4,0.6,0.0,-700000000.0,-40000000.0,-666.6666666666667,3.6666666666666665,-8357666.666666666,-23666.666666666668,-11666.666666666668,0.7430920467222157,1.0,1.0
1.0,-1600000000.0,-45866666.666666664,-7706.4,0.6,0.0,-700000000.0,-40000000.0,-666.6666666666667,3.6666666666666665,-8357666.666666666,-23666.666666666668,-11666.666666666668,0.7430920467222157,1.0,1.0
